Date,Discharge_cfps
4/1/2022,155
4/2/2022,153
4/3/2022,151
4/4/2022,150
4/5/2022,148
4/6/2022,148
4/7/2022,147
4/8/2022,148
4/9/2022,150
4/10/2022,149
4/11/2022,148
4/12/2022,147
4/13/2022,149
4/14/2022,147
4/15/2022,145
4/16/2022,146
4/17/2022,146
4/18/2022,146
4/19/2022,147
4/20/2022,146
4/21/2022,146
4/22/2022,146
4/23/2022,145
4/24/2022,145
4/25/2022,143
4/26/2022,142
4/27/2022,142
4/28/2022,143
4/29/2022,143
4/30/2022,141
5/1/2022,140
5/2/2022,138
5/3/2022,136
5/4/2022,136
5/5/2022,136
5/6/2022,135
5/7/2022,134
5/8/2022,133
5/9/2022,132
5/10/2022,132
5/11/2022,131
5/12/2022,131
5/13/2022,131
5/14/2022,131
5/15/2022,129
5/16/2022,128
5/17/2022,127
5/18/2022,125
5/19/2022,124
5/20/2022,124
5/21/2022,125
5/22/2022,125
5/23/2022,126
5/24/2022,125
5/25/2022,125
5/26/2022,124
5/27/2022,123
5/28/2022,122
5/29/2022,120
5/30/2022,119
5/31/2022,117
6/1/2022,118
6/2/2022,118
6/3/2022,118
6/4/2022,116
6/5/2022,114
6/6/2022,115
6/7/2022,113
6/8/2022,111
6/9/2022,110
6/10/2022,110
6/11/2022,109
6/12/2022,109
6/13/2022,108
6/14/2022,108
6/15/2022,108
6/16/2022,107
6/17/2022,107
6/18/2022,107
6/19/2022,107
6/20/2022,105
6/21/2022,103
6/22/2022,102
6/23/2022,102
6/24/2022,102
6/25/2022,102
6/26/2022,101
6/27/2022,103
6/28/2022,102
6/29/2022,102
6/30/2022,103
7/1/2022,104
7/2/2022,104
7/3/2022,104
7/4/2022,106
7/5/2022,105
7/6/2022,104
7/7/2022,103
7/8/2022,104
7/9/2022,101
7/10/2022,100
7/11/2022,100
7/12/2022,99
7/13/2022,97
7/14/2022,98
7/15/2022,98
7/16/2022,99
7/17/2022,99
7/18/2022,98
7/19/2022,98
7/20/2022,98
7/21/2022,98
7/22/2022,98
7/23/2022,99
7/24/2022,99
7/25/2022,99
7/26/2022,99
7/27/2022,99
7/28/2022,99
7/29/2022,99
7/30/2022,99
7/31/2022,99
8/1/2022,96
8/2/2022,95
8/3/2022,93
8/4/2022,92
8/5/2022,91
8/6/2022,92
8/7/2022,94
8/8/2022,92
8/9/2022,94
8/10/2022,92
8/11/2022,92
8/12/2022,91
8/13/2022,90
8/14/2022,89
8/15/2022,89
8/16/2022,89
8/17/2022,89
8/18/2022,89
8/19/2022,90
8/20/2022,90
8/21/2022,90
8/22/2022,90
8/23/2022,89
8/24/2022,90
8/25/2022,88
8/26/2022,89
8/27/2022,89
8/28/2022,89
8/29/2022,90
8/30/2022,90
8/31/2022,90
9/1/2022,91
9/2/2022,93
9/3/2022,93
9/4/2022,92
9/5/2022,92
9/6/2022,92
9/7/2022,91
9/8/2022,90
9/9/2022,90
9/10/2022,90
9/11/2022,90
9/12/2022,91
9/13/2022,90
9/14/2022,89
9/15/2022,89
9/16/2022,89
9/17/2022,88
9/18/2022,87
9/19/2022,86
9/20/2022,84
9/21/2022,83
9/22/2022,84
9/23/2022,84
9/24/2022,85
9/25/2022,85
9/26/2022,84
9/27/2022,83
9/28/2022,82
9/29/2022,84
9/30/2022,84
10/1/2022,84
10/2/2022,85
10/3/2022,85
10/4/2022,85
10/5/2022,86
10/6/2022,87
10/7/2022,88
10/8/2022,88
10/9/2022,87
10/10/2022,86
10/11/2022,85
10/12/2022,86
10/13/2022,87
10/14/2022,86
10/15/2022,85
10/16/2022,84
10/17/2022,84
10/18/2022,83
10/19/2022,84
10/20/2022,83
10/21/2022,83
10/22/2022,83
10/23/2022,83
10/24/2022,84
10/25/2022,83
10/26/2022,83
10/27/2022,84
10/28/2022,83
10/29/2022,83
10/30/2022,82
10/31/2022,84
11/1/2022,84
11/2/2022,84
11/3/2022,84
11/4/2022,86
11/5/2022,87
11/6/2022,86
11/7/2022,85
11/8/2022,84
11/9/2022,84
11/10/2022,85
11/11/2022,86
11/12/2022,87
11/13/2022,87
11/14/2022,89
11/15/2022,90
11/16/2022,90
11/17/2022,90
11/18/2022,89
11/19/2022,89
11/20/2022,89
11/21/2022,90
11/22/2022,91
11/23/2022,91
11/24/2022,91
11/25/2022,91
11/26/2022,90
11/27/2022,89
11/28/2022,88
11/29/2022,87
11/30/2022,87
12/1/2022,86
12/2/2022,87
12/3/2022,89
12/4/2022,90
12/5/2022,89
12/6/2022,89
12/7/2022,88
12/8/2022,88
12/9/2022,88
12/10/2022,89
12/11/2022,90
12/12/2022,89
12/13/2022,89
12/14/2022,91
12/15/2022,88
12/16/2022,87
12/17/2022,87
12/18/2022,87
12/19/2022,86
12/20/2022,85
12/21/2022,84
12/22/2022,83
12/23/2022,82
12/24/2022,82
12/25/2022,84
12/26/2022,86
12/27/2022,87
12/28/2022,87
12/29/2022,87
12/30/2022,88
12/31/2022,88
